205.210.31.131 - - [31/Jan/2025:08:00:28 -0500] "GET / HTTP/1.1" 301 795 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
222.79.104.23 - - [31/Jan/2025:08:22:22 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
49.51.196.42 - - [31/Jan/2025:10:06:11 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
94.247.172.129 - - [31/Jan/2025:10:34:15 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)"
206.168.34.38 - - [31/Jan/2025:12:56:34 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
185.147.125.18 - - [31/Jan/2025:13:12:55 -0500] "GET / HTTP/1.0" 301 795 "http://seoinberlin.agency/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
185.147.125.18 - - [31/Jan/2025:13:21:34 -0500] "GET / HTTP/1.0" 301 795 "http://seoinberlin.agency/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
221.229.106.25 - - [31/Jan/2025:13:36:02 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
206.168.34.206 - - [31/Jan/2025:13:45:42 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
74.225.213.5 - - [31/Jan/2025:14:03:43 -0500] "GET /geju.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:44 -0500] "GET /wp-content/plugins/about.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:44 -0500] "GET /wp.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:45 -0500] "GET /hoot.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:45 -0500] "GET /about.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:45 -0500] "GET /admin.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:46 -0500] "GET /wp-content/plugins/admin.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:46 -0500] "GET /wp-content/db-cache.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:47 -0500] "GET /wp-content/themes/twentyeleven/functions.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:47 -0500] "GET /wp-content/themes/oceanwp/functions.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:48 -0500] "GET /wp-content/themes/twentythirteen/functions.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:48 -0500] "GET /wp-content/themes/kadence/functions.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:49 -0500] "GET /wp-content/themes/twentytwenty/functions.php HTTP/1.1" 301 795 "-" "-"
74.225.213.5 - - [31/Jan/2025:14:03:49 -0500] "GET /wp-content/plugins/background-image-cropper/ups.php HTTP/1.1" 301 795 "-" "-"
199.45.155.75 - - [31/Jan/2025:16:26:03 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
34.150.129.106 - - [31/Jan/2025:17:18:17 -0500] "GET /media/system/js/core.js HTTP/1.1" 301 795 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
34.150.129.106 - - [31/Jan/2025:17:18:21 -0500] "GET /wp-includes/js/jquery/jquery.js HTTP/1.1" 301 795 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
14.215.163.132 - - [31/Jan/2025:18:26:48 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
159.223.210.105 - - [31/Jan/2025:19:22:23 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible)"
31.129.170.42 - - [31/Jan/2025:19:23:55 -0500] "GET / HTTP/1.0" 301 795 "http://seoinberlin.agency/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 CCleaner/130.0.0.0"
185.147.125.24 - - [31/Jan/2025:21:05:06 -0500] "GET / HTTP/1.0" 301 795 "http://seoinberlin.agency/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
49.51.178.45 - - [31/Jan/2025:23:17:31 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
36.111.67.189 - - [31/Jan/2025:23:29:41 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
54.215.49.150 - - [31/Jan/2025:23:53:31 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
146.190.43.66 - - [01/Feb/2025:01:02:58 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible)"
146.190.43.66 - - [01/Feb/2025:01:02:59 -0500] "GET /ads.txt HTTP/1.1" 301 795 "-" "Mozilla/5.0 (compatible)"
185.220.101.30 - - [01/Feb/2025:04:11:28 -0500] "GET / HTTP/1.1" 301 795 "seoinberlin.agency" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36 OPR/18.0.1284.49"
182.42.105.85 - - [01/Feb/2025:04:24:16 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
124.226.222.66 - - [01/Feb/2025:09:32:24 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
93.158.91.237 - - [01/Feb/2025:09:38:43 -0500] "GET /robots.txt HTTP/1.1" 301 795 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Agency/93.8.2357.5"
93.158.98.56 - - [01/Feb/2025:09:38:45 -0500] "GET / HTTP/1.1" 301 795 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Agency/93.8.2357.5"
137.184.227.134 - - [01/Feb/2025:10:58:10 -0500] "GET /wp-admin/css/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:14 -0500] "GET /wp-content/uploads/2025/01/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:17 -0500] "GET /wp-content/uploads/2025/00/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:27 -0500] "GET /wp-content/uploads/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:29 -0500] "GET /wp-content/upgrade/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:31 -0500] "GET /wp-content/languages/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:33 -0500] "GET /wp-content/languages/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:36 -0500] "GET /wp-content/languages/admin-en_GB.l10n.php HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:37 -0500] "GET /wp-content/languages/admin-network-en_GB.l10n.php HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:39 -0500] "GET /wp-content/languages/en_GB.l10n.php HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:41 -0500] "GET /wp-admin/includes/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:43 -0500] "GET /wp-admin/includes/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:45 -0500] "GET /wp-admin/maint/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:47 -0500] "GET /wp-admin/maint/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
137.184.227.134 - - [01/Feb/2025:10:58:48 -0500] "GET /wp-admin/network/ HTTP/1.1" 301 795 "binance.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36"
